I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
5.431839,0.52164644,-3.521806,-3.4161115,4.986944,-1.7344841,-3.9213247,-2.6541352,0.87571895,4.4559903,5.866941,5.4569035
4.039052,-0.7975905,-3.6889586,-1.7131221,4.423054,-2.5123045,-5.077967,-5.2023463,-4.158098,-1.1598804,1.2643789,3.3050833
1.6703677,-2.2325501,-3.243218,0.6072008,2.9717298,-2.9964583,-3.8047636,-4.371112,-5.0521517,-3.342024,-1.6413858,1.0113031
0.8365908,-1.9085268,-2.3378067,0.8520055,1.9548784,-2.305944,-1.702184,-1.5742117,-2.0521998,-1.1070539,-0.6816351,0.8394564
0.16388449,-1.7233708,-1.6761599,1.107454,1.196862,-1.8456013,-0.46036184,-0.2830729,-0.6666291,-0.058649667,-0.28925082,0.6601381
0.15440975,-1.7233708,-1.6691952,1.107454,1.1876179,-1.8376644,-0.003084374,0.28243917,-0.1115533,0.39647153,-0.20971349,0.46587646
-0.20563027,-2.0705385,-1.7179482,1.5438448,1.0397121,-2.044025,0.19417256,0.43914732,0.08759604,0.5265061,-0.20441099,0.3836889
-0.35722607,-2.1708312,-1.697054,1.7035003,0.9565152,-2.0837097,0.3152166,0.5140947,0.23589872,0.51431537,-0.18850352,0.35380253
-0.41407448,-2.0782533,-1.5716894,1.671569,0.84558594,-1.9646555,0.1986557,0.44936746,0.24861039,0.5752691,-0.13547862,0.3463309
-0.46144816,-2.031964,-1.4950776,1.6609255,0.7716331,-1.8932229,0.13140899,0.38804686,0.2062382,0.5590148,-0.15668859,0.28655812
-0.025610263,-1.5999334,-1.4254307,1.1180975,0.93802696,-1.6313039,0.14934145,0.41870716,0.23166151,0.55088764,-0.077151224,0.28655812
-0.2814282,-1.9702456,-1.5716894,1.5119139,0.91029465,-1.9090968,0.10899343,0.37442005,0.17657766,0.51431537,-0.15668859,0.27161494
-0.3098524,-2.0782533,-1.6483011,1.6077071,0.94727105,-2.0043402,0.08657787,0.37442005,0.21047541,0.50212467,-0.19380601,0.28655812
-0.19615553,-1.7696598,-1.4532895,1.3309711,0.87331825,-1.7344841,0.046229858,0.33694637,0.19776374,0.4736796,-0.16729356,0.31644452
-0.6319935,-1.9702456,-1.3139954,1.7141439,0.5682628,-1.7662319,0.13140899,0.39826694,0.23166151,0.45742527,-0.1513861,0.29402974
-0.7646398,-1.9085268,-1.160772,1.7460748,0.40186897,-1.6392409,0.24796993,0.44936746,0.2782709,0.42491663,-0.10896617,0.24920014
-0.77411455,-2.0165346,-1.2443484,1.8312244,0.44808948,-1.750358,0.26590237,0.4255205,0.25708482,0.40053514,-0.1513861,0.21931376
-0.64146817,-2.0782533,-1.4045366,1.7992932,0.62372744,-1.8694122,0.26141927,0.41189373,0.23166151,0.37209004,-0.22562096,0.18942736
-0.5182966,-1.9625306,-1.3836424,1.6502815,0.669948,-1.7979797,0.23003747,0.38804686,0.2062382,0.34770855,-0.26273838,0.15206937
-0.43302396,-1.8545231,-1.3557837,1.5332013,0.68843615,-1.7265471,0.2793517,0.37442005,0.1850521,0.31113634,-0.22562096,0.12965459
-0.4235492,-1.8313785,-1.3488189,1.50127,0.68843615,-1.7106732,0.29728413,0.28243917,0.06217271,0.20548318,-0.28394833,0.12965459
-0.78358924,-2.0705385,-1.2931013,1.8631554,0.48506588,-1.7979797,0.2390037,0.20408511,-0.047995,0.12014795,-0.3687882,0.10723979
-0.72674084,-2.0473938,-1.3139954,1.8205806,0.52204233,-1.7979797,0.2076219,0.14957792,-0.10307886,0.042939886,-0.33167076,0.09229659
-0.31932712,-1.9316715,-1.5159717,1.5119139,0.8548301,-1.8535383,0.0955441,0.0133099565,-0.26409322,-0.034268174,-0.44302306,0.0773534
-0.20563027,-1.8545231,-1.5229365,1.4054772,0.91029465,-1.8217906,-0.11516218,-0.1706518,-0.39968425,-0.09115832,-0.44832557,0.21184216
-0.12983236,-1.7310857,-1.4672188,1.2671092,0.91029465,-1.7265471,-0.30793604,-0.33076665,-0.50985193,-0.16023922,-0.35288075,0.35380253
0.06913711,-1.5459296,-1.4463247,1.0329481,0.99349153,-1.61543,-0.39759827,-0.37164703,-0.51408917,-0.10741265,-0.2521334,0.3911605
0.30600557,-1.29134,-1.3906071,0.72428125,1.0766885,-1.4566911,-0.44242936,-0.38186714,-0.37426093,0.026685556,-0.029428815,0.51070607
0.4481266,-1.1447581,-1.3627483,0.5433387,1.1321532,-1.3693846,-0.42898005,-0.30010635,-0.23443267,0.20548318,0.1879733,0.734854
0.4102277,-1.1293285,-1.3279248,0.5539824,1.0859326,-1.337637,-0.36621648,-0.191092,-0.11579052,0.3639629,0.32053554,0.8394564
0.06913711,-1.4147774,-1.3279248,0.93715495,0.9195388,-1.4805019,-0.3348347,-0.1331781,-0.031046122,0.35583574,0.336443,0.7423256
-0.0066607846,-1.476496,-1.3279248,1.0223044,0.88256234,-1.5122497,-0.19137508,-0.00031684048,0.07488438,0.43304378,0.32053554,0.69002444
0.16388449,-1.3299142,-1.3279248,0.83071816,0.9657593,-1.4408172,-0.003084374,0.17342481,0.23589872,0.51431537,0.30993056,0.6153084
0.13546027,-1.3684883,-1.3279248,0.8626492,0.94727105,-1.4566911,0.09106098,0.27221906,0.31640592,0.48587036,0.2887206,0.5555356
0.4481266,-1.0830394,-1.3070308,0.50076395,1.0859326,-1.3058891,0.2390037,0.36419997,0.3799642,0.5549512,0.28341812,0.5256493
0.10703606,-1.3067696,-1.2652425,0.84136176,0.8918064,-1.3931955,0.33314905,0.41189373,0.46894583,0.5996506,0.26751065,0.48081967
-0.4898724,-1.7465154,-1.2164896,1.479983,0.5682628,-1.5916193,0.31073347,0.38464013,0.46894583,0.5752691,0.23569572,0.45840487
-0.3382766,-1.576789,-1.1747013,1.2777528,0.61448336,-1.472565,0.37798017,0.44936746,0.46894583,0.54682404,0.21448575,0.4135753
-0.30037764,-1.4842108,-1.1189837,1.1926033,0.6052392,-1.4011326,0.4586762,0.4800277,0.46894583,0.5224425,0.1879733,0.3911605
-0.22457975,-1.3762032,-1.0841602,1.0755228,0.61448336,-1.321763,0.530406,0.49365452,0.46894583,0.4939975,0.16676334,0.35380253
-0.1108829,-1.2527658,-1.0493368,0.9265113,0.64221567,-1.2423937,0.5393722,0.5209081,0.4647086,0.46961603,0.14025088,0.35380253
-0.07298395,-1.2219065,-1.0493368,0.8839365,0.66070384,-1.2265198,0.37798017,0.43574062,0.44775975,0.45742527,0.1243434,0.35380253
-0.17720605,-1.2990549,-1.0423721,1.0010171,0.6052392,-1.2662045,0.2793517,0.33694637,0.44775975,0.43304378,0.1243434,0.35380253
-0.27195343,-1.3376291,-1.0075485,1.0755228,0.5405305,-1.2582675,0.29728413,0.34716645,0.44775975,0.4736796,0.1243434,0.35380253
-0.16773131,-1.2681955,-1.0214779,0.969086,0.5959951,-1.2265198,0.27486858,0.43233392,0.44775975,0.50212467,0.1243434,0.33885932
-0.22457975,-1.29134,-1.0005839,1.0223044,0.5590187,-1.2344568,0.27486858,0.4527741,0.44775975,0.4980611,0.1243434,0.31644452
-0.044559732,-1.1987619,-1.0493368,0.8520055,0.67919207,-1.2106459,0.25245303,0.43914732,0.48589474,0.53056973,0.1879733,0.31644452
-0.025610263,-1.3067696,-1.160772,0.9158676,0.762389,-1.3297,0.2883179,0.4561808,0.52402973,0.5427605,0.2463007,0.29402974
-0.16773131,-1.4147774,-1.1468426,1.0755228,0.67919207,-1.3773216,0.33314905,0.46980762,0.49436912,0.5793327,0.21978824,0.27161494
0.08808658,-1.2064768,-1.1538073,0.7881434,0.80860955,-1.2741414,0.39591262,0.510688,0.57063913,0.61996853,0.2409982,0.29402974
-0.0066607846,-1.2836252,-1.1538073,0.89458025,0.762389,-1.3138261,0.5124735,0.58904207,0.6723324,0.6890494,0.2940231,0.19689897
-0.16773131,-1.4147774,-1.1538073,1.0755228,0.68843615,-1.3852586,0.52143973,0.5924488,0.67656964,0.69311297,0.3046281,0.27161494
-0.1393071,-1.3916329,-1.1538073,1.0435917,0.69768023,-1.3693846,0.5528215,0.5549751,0.7189418,0.6524772,0.36295545,0.45840487
-0.15825658,-1.3993478,-1.1538073,1.0542355,0.69768023,-1.3773216,0.5842033,0.54816175,0.7019929,0.6321593,0.34704798,0.3911605
-0.12035764,-1.3993478,-1.1677366,1.0329481,0.72541255,-1.3852586,0.52143973,0.510688,0.6214857,0.5996506,0.26220816,0.3015013
-0.27195343,-1.3993478,-1.0632662,1.1287413,0.5775069,-1.321763,0.530406,0.5038746,0.57911354,0.5793327,0.21448575,0.21931376
-0.4898724,-1.383918,-0.88914865,1.2351781,0.34640434,-1.2106459,0.5842033,0.5140947,0.5960624,0.5549512,0.14555337,0.15954097
-0.5372461,-1.3376291,-0.81950164,1.2245344,0.28169563,-1.1550872,0.4586762,0.39486024,0.4816575,0.48993394,0.08722597,0.12965459
-0.32880187,-1.3067696,-0.94486624,1.0861665,0.46657768,-1.2106459,0.36453083,0.31991285,0.38420144,0.37615362,0.028898578,0.09229659
-0.22457975,-1.2836252,-0.99361914,1.0116607,0.5497746,-1.2265198,0.37349704,0.31309947,0.37572697,0.32739064,0.0023861253,0.06241021
-0.17720605,-1.2141917,-0.9657603,0.93715495,0.5590187,-1.1709611,0.34211525,0.29606596,0.33335477,0.3395814,-0.018823838,0.025052221
-0.32880187,-1.3530587,-0.98665446,1.1180975,0.49431,-1.2582675,0.33763212,0.2790325,0.30793145,0.33551782,-0.034731306,-0.004834167
-0.4898724,-1.4842108,-0.97272503,1.2990402,0.41111305,-1.3138261,0.30176726,0.26540568,0.2655593,0.33145422,-0.0029163659,-0.019777361
-0.395125,-1.4070626,-0.9796897,1.1926033,0.45733356,-1.2820784,0.3555646,0.27221906,0.30793145,0.34364495,0.03420107,-0.019777361
-0.40459973,-1.3762032,-0.94486624,1.1819597,0.42960125,-1.2423937,0.40039572,0.2790325,0.33335477,0.30300915,0.066016,-0.04966375
-0.395125,-1.3299142,-0.9100427,1.139385,0.41111305,-1.1947719,0.4362606,0.35397986,0.3545409,0.34364495,0.10313345,-0.057135347
-0.395125,-1.2990549,-0.8752192,1.1180975,0.39262486,-1.1630242,0.4990242,0.39826694,0.40962476,0.42085302,0.13494839,-0.057135347
-0.37617555,-1.2527658,-0.84736043,1.0755228,0.38338074,-1.1233395,0.48557484,0.39826694,0.41386196,0.42085302,0.16146083,-0.019777361
-0.3856503,-1.2219065,-0.8125369,1.0648792,0.35564843,-1.0915917,0.48557484,0.38464013,0.38843867,0.4086623,0.14555337,0.017580625
-0.3856503,-1.1833323,-0.78467816,1.0329481,0.33716026,-1.0519071,0.5124735,0.42211387,0.4562342,0.42491663,0.15615834,0.05493861
-0.36670083,-1.152473,-0.77074873,1.0010171,0.33716026,-1.0280962,0.5662709,0.41530046,0.44775975,0.4289802,0.14555337,0.084824994
-0.35722607,-1.1138989,-0.74288994,0.9797297,0.31867203,-0.99634844,0.57523704,0.4595875,0.51555526,0.46148884,0.16676334,0.12218299
-0.32880187,-1.0830394,-0.7359252,0.93715495,0.32791612,-0.98047453,0.4586762,0.38123342,0.42233643,0.46555242,0.17206582,0.11471139
-0.40459973,-1.0984691,-0.694137,0.99037343,0.27245152,-0.95666367,0.4407437,0.30628607,0.30793145,0.4289802,0.0713185,-0.012305765
-0.3382766,-1.0676098,-0.7150311,0.9265113,0.30942792,-0.9487267,0.38694638,0.33353966,0.39691305,0.5102518,0.03950356,-0.116908126
-0.41407448,-1.1293285,-0.72199583,1.0223044,0.28169563,-0.9884115,0.6424838,0.476621,0.37572697,0.35989928,-0.2680409,-0.34852764
0.012288689,-0.8747388,-0.7986075,0.5965571,0.5405305,-0.9011051,0.772494,1.0285063,1.1892732,0.98569095,0.2940231,-0.04966375
1.2629539,-0.08011076,-1.0005839,-0.6487538,1.280059,-0.61537516,-0.42001384,0.2756258,1.9138378,2.7167768,2.563489,1.6463889
3.896931,1.0771146,-1.8920658,-2.926502,3.1566117,-0.5280688,-2.4239652,-1.3527763,2.3545086,4.866412,5.6283283,4.059715
5.668707,0.9691069,-3.2919707,-3.8525026,4.940724,-1.3773216,-4.6969028,-3.7306523,-0.23019546,2.891511,4.933702,4.4183517
3.9916782,-0.4967119,-3.382512,-1.8940647,4.1919513,-2.178953,-4.916575,-5.3488345,-4.687751,-2.4561632,0.30993056,2.1021564
2.200953,-0.8515943,-2.3935242,-0.63811016,2.6666744,-1.8059167,-2.697435,-3.3082216,-3.7894602,-2.8218853,-1.0528095,0.6601381
0.86501503,-0.7127273,-1.279172,0.011154536,1.2708148,-1.0995287,-0.91315615,-1.1313409,-1.3022121,-0.98921,-0.45362806,0.42851847
-0.12035764,-0.774446,-0.6105606,0.6072008,0.34640434,-0.7423662,0.08209476,-0.18768528,-0.36154926,-0.33497325,-0.38469568,0.18942736
-0.1866808,-0.6972976,-0.49216065,0.5859134,0.2447192,-0.63918597,0.5124735,0.38804686,0.36301535,0.27050048,-0.029428815,0.16701257
-0.27195343,-0.70501244,-0.43644303,0.6391319,0.16152227,-0.6074382,0.63351756,0.4561808,0.3926759,0.31113634,-0.04533629,0.084824994
-0.30037764,-0.7281569,-0.43644303,0.6710629,0.15227818,-0.62331206,0.65593314,0.54816175,0.4435225,0.3639629,0.007688615,0.05493861
-0.19615553,-0.6047196,-0.40161952,0.52205133,0.1800105,-0.5360057,0.57523704,0.5004679,0.38843867,0.30300915,-0.066546254,-0.004834167
-0.36670083,-0.7358718,-0.40161952,0.72428125,0.087569445,-0.6074382,0.5438553,0.49365452,0.38843867,0.294882,-0.11426867,-0.057135347
-0.87833667,-1.1138989,-0.35983133,1.2671092,-0.18050955,-0.77411395,0.48557484,0.46299422,0.37148976,0.2745641,-0.20441099,-0.09449334
-0.78358924,-1.0830394,-0.40161952,1.1819597,-0.10655673,-0.7820509,0.49454108,0.43233392,0.3545409,0.24205542,-0.2680409,-0.15426612
-0.5940945,-1.0676098,-0.5269842,1.0755228,0.059837136,-0.8455465,0.48557484,0.41870716,0.41386196,0.23799184,-0.23092343,-0.1916241
-0.5372461,-1.0521802,-0.54787827,1.0329481,0.096813545,-0.8534834,0.4676424,0.39145356,0.38420144,0.20954676,-0.2574359,-0.2588685
-0.4235492,-1.0058911,-0.59663117,0.93715495,0.19849868,-0.86142033,0.4676424,0.39145356,0.37148976,0.20548318,-0.24152842,-0.28128326
-0.4898724,-1.0290356,-0.5687724,0.99037343,0.14303407,-0.8455465,0.4676424,0.37782675,0.3545409,0.18922885,-0.2521334,-0.28128326
-0.30037764,-0.8130201,-0.5130547,0.734925,0.19849868,-0.71061844,0.4676424,0.36760667,0.32488036,0.16484736,-0.27334335,-0.28128326
-0.08245868,-0.6124344,-0.49216065,0.4688329,0.2909397,-0.59156424,0.4721255,0.36079326,0.32488036,0.18922885,-0.27334335,-0.28128326
-0.20563027,-0.6510086,-0.42947835,0.56462604,0.18925458,-0.5756904,0.5169566,0.35057315,0.30793145,0.18922885,-0.27864587,-0.28128326
-0.5467208,-0.7898756,-0.3110784,0.8520055,-0.06033621,-0.58362734,0.5528215,0.30628607,0.2062382,0.067321375,-0.27334335,-0.28128326
-0.78358924,-0.820735,-0.16481966,1.0116607,-0.2729506,-0.5201318,0.5035073,0.27221906,0.11725658,-0.00988668,-0.26273838,-0.28128326
-0.75516504,-0.80530536,-0.17178439,0.9797297,-0.2544624,-0.50425786,0.47660863,0.17342481,0.015563298,-0.07084041,-0.34757823,-0.31864128
-0.575145,-0.7590163,-0.2692902,0.84136176,-0.09731262,-0.5360057,0.40039572,0.05078364,-0.1115533,-0.19681145,-0.44302306,-0.28128326
-0.5372461,-0.76673114,-0.30411372,0.83071816,-0.06033621,-0.56775343,0.16279079,-0.1536183,-0.34883764,-0.40405416,-0.48014048,-0.24392529
-0.34775135,-0.7127273,-0.38072544,0.69235027,0.087569445,-0.58362734,0.0013987386,-0.33417335,-0.49714032,-0.48126218,-0.4324181,-0.1990957
-0.40459973,-0.75130147,-0.38072544,0.7455687,0.059837136,-0.5995012,-0.1555102,-0.42274752,-0.5649358,-0.4162449,-0.38469568,-0.16173771
-0.6319935,-0.89016855,-0.3319725,0.969086,-0.08806852,-0.64712286,-0.2631049,-0.5487954,-0.63696855,-0.39592698,-0.3157633,-0.10943654
-0.1866808,-0.68186796,-0.47823128,0.5752697,0.226231,-0.61537516,-0.27655423,-0.50791496,-0.50985193,-0.31465533,-0.10896617,0.032523822
0.059662376,-0.54300094,-0.53394884,0.3517524,0.38338074,-0.58362734,-0.25413868,-0.36483365,-0.33188874,-0.13992131,0.11904091,0.18942736
