I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.82299256,-1.4426843,-1.7003442,-0.17540652,1.2519097,-2.3478405,0.7099964,1.9498508,1.8034652,1.037922,-0.1124557,-0.27370617
0.687907,-1.3639216,-1.4995768,-0.095474795,1.0806953,-2.1087418,0.6359699,1.5431218,1.4491315,0.86292374,-0.14394534,-0.2651349
0.48294955,-1.2964109,-1.220733,0.04985559,0.8368443,-1.8153026,0.50436723,1.071316,1.1072307,0.6408104,-0.15024325,-0.2651349
0.28265026,-1.0151156,-0.8415056,0.107987754,0.5514869,-1.3045008,0.3727646,0.6686543,0.69073313,0.37831283,-0.12505156,-0.22227857
0.049744096,-0.6663096,-0.38977888,0.18065295,0.20905803,-0.6958859,0.2740626,0.34327117,0.4047796,0.24369867,-0.12505156,-0.17942224
-0.038760245,-0.351259,-0.12208893,0.14432034,0.037843578,-0.28289723,0.20826124,0.062628135,0.1872063,0.17639163,-0.12505156,-0.14513716
-0.1319227,-0.21623725,0.05079416,0.17338642,-0.09705266,-0.043798532,0.13423473,-0.10413077,0.025580406,0.10235385,-0.12505156,-0.10228084
-0.21576893,-0.17123002,0.17348537,0.22425205,-0.20081899,0.08661894,0.0684334,-0.18140928,-0.11117997,0.06870032,-0.12505156,-0.059424493
-0.18316208,-0.10371917,0.1679085,0.17338642,-0.18006572,0.10835518,0.051983062,-0.20988032,-0.19820932,0.03504679,-0.15024325,-0.067995764
-0.1691877,-0.036208317,0.18463914,0.14432034,-0.18006572,0.15182768,0.051983062,-0.22208218,-0.17956015,-0.0053374474,-0.15654118,-0.10228084
-0.21576893,0.020050727,0.26829222,0.15885338,-0.24232551,0.27137703,0.019082393,-0.25055322,-0.1671274,-0.03899098,-0.15654118,-0.11942336
-0.22508518,0.07630978,0.30175346,0.15158686,-0.26826712,0.32571766,0.010857226,-0.25055322,-0.14847825,-0.07264451,-0.15024325,-0.14513716
-0.22508518,0.08756158,0.3184841,0.14432034,-0.27864376,0.358322,0.010857226,-0.25055322,-0.12982911,-0.09956733,-0.17543496,-0.17085098
-0.25303394,0.08756158,0.34636846,0.17338642,-0.30458534,0.36919016,0.010857226,-0.25055322,-0.12361273,-0.09956733,-0.26990384,-0.18799351
-0.25769204,0.08756158,0.35752222,0.17338642,-0.31496197,0.3909264,0.010857226,-0.25055322,-0.14847825,-0.11975944,-0.2887976,-0.2137073
-0.28564078,0.08756158,0.3798297,0.19518597,-0.3357152,0.4126626,0.010857226,-0.2586878,-0.16091102,-0.13322085,-0.27620175,-0.23942111
-0.28564078,0.098813385,0.39656034,0.19518597,-0.34609187,0.42353076,0.010857226,-0.28715882,-0.14226188,-0.13322085,-0.2887976,-0.2651349
-0.28564078,0.14382061,0.41886783,0.17338642,-0.35646847,0.47787136,0.010857226,-0.31156257,-0.22307481,-0.16014369,-0.27620175,-0.2651349
-0.29961511,0.1325688,0.4244447,0.18791947,-0.36684513,0.47787136,-0.0055931094,-0.33189902,-0.3287533,-0.1736051,-0.2950955,-0.2651349
-0.28098264,0.17757605,0.4244447,0.15885338,-0.35646847,0.4887395,-0.03849378,-0.34816816,-0.34118605,-0.16014369,-0.3139893,-0.2651349
-0.2716664,0.20007966,0.43002155,0.14432034,-0.35128018,0.5213438,-0.030268608,-0.36443734,-0.37226796,-0.1736051,-0.3139893,-0.2651349
-0.2716664,0.20007966,0.4244447,0.14432034,-0.35128018,0.51047575,-0.030268608,-0.38884106,-0.3971335,-0.23418146,-0.32658514,-0.2651349
-0.30893138,0.23383509,0.4857903,0.1661199,-0.39797503,0.5865526,-0.030268608,-0.4132448,-0.44064817,-0.30148855,-0.34547892,-0.27370617
-0.30427325,0.27884233,0.5025209,0.15158686,-0.40316334,0.61915696,-0.030268608,-0.4254467,-0.47794643,-0.3687956,-0.34547892,-0.29941997
-0.31824765,0.31259775,0.5359822,0.15158686,-0.4291049,0.67349756,-0.12074546,-0.46205232,-0.49659556,-0.40244913,-0.37067062,-0.32513377
-0.3834614,0.33510137,0.62521213,0.18791947,-0.50692964,0.7713106,-0.20299713,-0.5067925,-0.5276775,-0.41591054,-0.37696853,-0.3508476
-0.35551265,0.38010862,0.6140584,0.15885338,-0.4861764,0.7821788,-0.22767262,-0.5067925,-0.54632664,-0.43610263,-0.37696853,-0.37656137
-0.38811952,0.32384956,0.62521213,0.2024525,-0.512118,0.7604426,-0.26879847,-0.55966735,-0.57119215,-0.4562948,-0.37696853,-0.3937039
-0.36482885,0.34635317,0.6084815,0.17338642,-0.4861764,0.7604426,-0.2605733,-0.62474394,-0.60227406,-0.47648692,-0.37696853,-0.3937039
-0.36017078,0.50387853,0.68098086,0.11525425,-0.5173063,0.9125963,-0.22767262,-0.6125421,-0.6209232,-0.44283336,-0.36437267,-0.3937039
-0.45799136,0.44761947,0.77021086,0.209719,-0.610696,0.9669368,-0.21122229,-0.6166094,-0.6520051,-0.43610263,-0.34547892,-0.40227517
-0.4114101,0.56013757,0.7757878,0.13705382,-0.58994275,1.0212775,-0.18654679,-0.63694584,-0.62713957,-0.43610263,-0.34547892,-0.3937039
-0.40209383,0.650152,0.7980953,0.10072123,-0.5951311,1.0864862,-0.15364611,-0.63287854,-0.5836249,-0.40244913,-0.33288306,-0.40227517
-0.3974357,0.67265564,0.809249,0.0861882,-0.6003194,1.1190907,-0.15364611,-0.6166094,-0.5587594,-0.40244913,-0.30769137,-0.38513264
-0.34619638,0.92019546,0.8705946,-0.03007612,-0.6003194,1.2929806,-0.15364611,-0.6003402,-0.5152447,-0.39571843,-0.32028723,-0.3508476
-0.26700827,1.178987,0.898479,-0.16814,-0.5691895,1.4451342,-0.16187128,-0.58813834,-0.49659556,-0.34187275,-0.28249967,-0.30799124
-0.20645268,1.415275,0.94309396,-0.29893732,-0.5536245,1.5972879,-0.14542094,-0.57186913,-0.44686452,-0.2611043,-0.22581834,-0.28227744
-0.21576893,1.3365123,0.91520965,-0.26260474,-0.5484362,1.5320791,-0.16187128,-0.6003402,-0.40334985,-0.20725863,-0.18173288,-0.2137073
0.0031628632,1.7303256,0.853864,-0.5605321,-0.39797503,1.6624966,-0.31814945,-0.58407104,-0.28523862,-0.12649015,0.038694475,0.009145642
0.10098345,1.8315918,0.7813646,-0.66952986,-0.30458534,1.6407604,-0.6142555,-0.63694584,-0.37848434,-0.1668744,0.09537579,0.009145642
-0.076025225,1.3815196,0.7757878,-0.38613555,-0.40316334,1.41253,-0.8116595,-0.7793009,-0.6644379,-0.3889877,-0.1124557,-0.11085211
-0.108632095,1.3702679,0.809249,-0.35706946,-0.43948156,1.4451342,-0.7623085,-0.78336823,-0.78876555,-0.57744753,-0.3139893,-0.18799351
-0.17384583,1.2127424,0.8148259,-0.25533822,-0.47579977,1.3799255,-0.7211827,-0.78336823,-0.85714567,-0.6784081,-0.42735195,-0.2908487
-0.35551265,1.2352461,1.0379008,-0.124540865,-0.68333244,1.608156,-0.6471562,-0.7711664,-0.8633621,-0.69860023,-0.3958623,-0.32513377
-0.4347007,1.0439653,1.0379008,0.006256477,-0.724839,1.5103428,-0.60603034,-0.7711664,-0.91930956,-0.7120616,-0.45884156,-0.47941658
-0.45799136,1.122728,1.1048234,-0.008276561,-0.77153385,1.6190242,-0.50732833,-0.74269533,-0.8509293,-0.68513876,-0.48403326,-0.47941658
-0.45333323,1.0102099,1.0434778,0.020789515,-0.74040395,1.5103428,-0.48265278,-0.76709914,-0.88822764,-0.73225373,-0.47143742,-0.5651293
-0.4999144,1.122728,1.1550152,0.028056035,-0.8182287,1.6624966,-0.3592753,-0.7020225,-0.78254914,-0.65148526,-0.46513948,-0.5222729
-0.6163675,-0.0024528895,0.73674965,0.47858024,-0.68333244,0.7169701,0.50436723,-0.12853451,-0.34118605,-0.543794,-0.7485461,-1.036549
-0.15521333,-1.6339651,-0.6240076,0.6529767,0.20386972,-1.3914458,1.4009105,1.2258731,0.7901952,0.18985304,-0.63518345,-1.5079687
2.54184,2.3154197,-1.8955348,-2.7259548,2.2999496,-0.72849023,-0.35105014,1.8522358,2.661326,3.3936694,3.0239108,2.2891028
5.8910303,5.893495,-4.131861,-6.497278,5.2002187,-1.1849514,-4.430733,-0.055323288,2.5929456,6.173451,6.8152614,6.46331
4.540175,4.397004,-3.261869,-4.956776,4.043224,-1.054534,-5.565806,-2.8780224,-1.4539182,1.7311848,3.3199131,4.3033504
0.65530014,1.0439653,-0.27266452,-0.85119283,0.49441546,0.23877266,-3.4519382,-3.4474432,-4.5185943,-3.7004952,-1.5672762,-0.12799463
-0.28098264,0.053806156,0.35752222,0.2024525,-0.3253386,0.36919016,-1.4696729,-1.4910767,-2.2371821,-2.0043573,-1.2145926,-1.0536915
-0.038760245,1.1677352,0.62521213,-0.34253645,-0.31496197,1.1734312,-0.5649045,-0.36443734,-0.40334985,-0.39571843,-0.3958623,-0.4194177
-0.34153825,0.9426991,0.8761715,-0.03734264,-0.6003194,1.3038487,-0.30169913,-0.39697567,-0.5836249,-0.6918695,-0.5659063,-0.6508419
-0.49525636,0.84143275,1.0100166,0.11525425,-0.7507805,1.3907936,-0.16187128,-0.2668224,-0.43443176,-0.48321757,-0.4147561,-0.59941435
-0.5092307,0.8639364,1.032324,0.11525425,-0.7663455,1.4233979,-0.14542094,-0.29122612,-0.5338939,-0.5976396,-0.50922495,-0.54798675
-0.49525636,1.1902388,1.1773226,-0.001010042,-0.82341695,1.7168373,-0.11252028,-0.24648592,-0.47794643,-0.50340974,-0.60369384,-0.7794109
-0.5092307,1.3252605,1.2665527,-0.03007612,-0.87530017,1.8798591,-0.07961961,-0.24241863,-0.50281197,-0.55052465,-0.64148134,-0.77083963
-0.5045726,1.2239943,1.210784,-0.001010042,-0.8441703,1.7711779,-0.054944113,-0.20174573,-0.47173005,-0.496679,-0.6162897,-0.7879822
-0.5232051,1.2352461,1.2330915,0.0135229975,-0.8701118,1.7929142,-0.013818276,-0.15700555,-0.44686452,-0.50340974,-0.63518345,-0.7622684
-0.45799136,1.2352461,1.1550152,-0.044609163,-0.7974754,1.7168373,-0.09606995,-0.17327471,-0.45308092,-0.496679,-0.6288855,-0.8051247
-0.40675196,1.122728,1.0434778,-0.051875677,-0.71446234,1.5646836,0.02730756,-0.14887096,-0.40334985,-0.4562948,-0.63518345,-0.9251225
-0.43935883,1.122728,1.0825158,-0.0228096,-0.7507805,1.5972879,0.25761223,-0.11226535,-0.3971335,-0.48321757,-0.67926896,-1.0022639
-0.44401696,1.4490305,1.255399,-0.124540865,-0.83379364,1.9233315,0.2658374,0.04229168,-0.21064207,-0.42937198,-0.64148134,-1.0708339
-0.43004256,1.1452316,1.0825158,-0.03734264,-0.74559224,1.608156,0.24938707,0.1602431,-0.01793426,-0.3687956,-0.60369384,-1.0279777
-0.37414512,1.0777208,0.9765552,-0.059142195,-0.66776747,1.4668704,0.23293675,0.22531973,0.05044593,-0.30148855,-0.55960834,-0.9765501
-0.30893138,1.1339798,0.9319402,-0.124540865,-0.6055077,1.4451342,0.20826124,0.3636076,0.13125888,-0.22072005,-0.5155229,-0.9336937
-0.25769204,1.0327135,0.82040274,-0.1318074,-0.52768296,1.2929806,0.22471158,0.49782816,0.280452,-0.09283663,-0.48403326,-0.88226616
-0.15987144,1.0552171,0.7144422,-0.21900563,-0.4239166,1.2060355,0.2987381,0.7011926,0.5042417,0.08216173,-0.43364984,-0.8479811
-0.029444002,1.0214617,0.54713595,-0.30620384,-0.2734554,1.0212775,0.39744008,0.93709546,0.72181505,0.2504294,-0.35807475,-0.77083963
0.07303471,0.9764545,0.39656034,-0.3716025,-0.14374752,0.8582556,0.4961421,1.1974021,1.0077685,0.44561988,-0.27620175,-0.70226955
0.22209466,0.87518823,0.1679085,-0.45880076,0.043031897,0.5756844,0.62774473,1.5105834,1.3310204,0.70138675,-0.1880308,-0.6508419
0.42239398,0.81892914,-0.09978143,-0.5895982,0.28169447,0.3039814,0.7757978,1.742419,1.5299445,0.82253945,-0.09985986,-0.62512815
0.58077013,0.69515926,-0.3563176,-0.6767964,0.48403883,-0.011194166,0.8333739,1.9498508,1.7350852,0.9235,-0.055774394,-0.59941435
0.6739327,0.41386408,-0.60170007,-0.6549968,0.65006495,-0.38071033,0.7675726,2.1166098,1.8531965,0.9167694,-0.062072318,-0.55655795
0.7950438,0.23383509,-0.8359287,-0.6913294,0.83165604,-0.6958859,0.7182216,2.1125424,1.7848163,0.8023473,-0.062072318,-0.5308442
0.89752257,0.20007966,-0.97535056,-0.7639946,0.95098734,-0.84803957,0.6606454,1.9295144,1.6045411,0.7552324,-0.062072318,-0.4965591
0.83696693,0.098813385,-0.9530431,-0.6840629,0.90948075,-0.88064396,0.6112944,1.6285349,1.3123711,0.6206182,-0.062072318,-0.44513154
0.6785907,0.14382061,-0.735545,-0.5750651,0.7175131,-0.6415453,0.5208176,1.2218058,0.97047025,0.43215847,-0.062072318,-0.40227517
0.4736333,0.44761947,-0.34516388,-0.50966644,0.42177904,-0.11987539,0.3727646,0.7418656,0.6534348,0.28408292,-0.062072318,-0.35941884
0.2500434,0.67265564,0.028486665,-0.40793514,0.12604496,0.34745386,0.28228775,0.33513656,0.3426158,0.16966093,-0.062072318,-0.30799124
0.06371847,0.9652026,0.40213722,-0.35706946,-0.15412414,0.8582556,0.17536058,0.062628135,0.056662306,0.09562315,-0.08726402,-0.2651349
-0.06205086,1.122728,0.63078904,-0.31347036,-0.33052692,1.151695,0.12600957,-0.15700555,-0.16091102,-0.065913804,-0.09356194,-0.22227857
-0.19713643,1.0327135,0.74232656,-0.18267304,-0.4550465,1.2169037,0.13423473,-0.29122612,-0.25415674,-0.20052792,-0.09356194,-0.22227857
-0.25769204,0.9989581,0.8036722,-0.124540865,-0.5224947,1.2712443,0.13423473,-0.34003362,-0.26037312,-0.1803358,-0.09356194,-0.2137073
-0.23440142,0.9426991,0.7479034,-0.124540865,-0.48098812,1.1842993,0.13423473,-0.34816816,-0.24172397,-0.16014369,-0.09356194,-0.17942224
-0.22042705,0.8976918,0.7088653,-0.11727436,-0.4550465,1.1190907,0.12600957,-0.38884106,-0.22307481,-0.13995157,-0.09356194,-0.17942224
-0.2111108,0.830181,0.66425025,-0.102741316,-0.4291049,1.0430137,0.14245991,-0.40917754,-0.21064207,-0.11975944,-0.09356194,-0.16227971
-0.24371767,0.67265564,0.62521213,-0.03007612,-0.4239166,0.92346436,0.17536058,-0.37257195,-0.18577653,-0.106298044,-0.09356194,-0.12799463
-0.26235014,0.51513034,0.5694434,0.035322558,-0.41353998,0.803915,0.17536058,-0.35223547,-0.19199292,-0.08610593,-0.09356194,-0.11085211
-0.26700827,0.357605,0.49694404,0.09345471,-0.38241008,0.6517613,0.20826124,-0.31969714,-0.21685845,-0.065913804,-0.09356194,-0.085138306
-0.29495698,0.15507244,0.43559843,0.18065295,-0.36684513,0.4996076,0.24116191,-0.31156257,-0.21685845,-0.032260273,-0.09356194,-0.059424493
-0.27632454,-0.0024528895,0.32406098,0.21698554,-0.30458534,0.31484953,0.28228775,-0.31562984,-0.21685845,-0.01879886,-0.09356194,-0.042281955
-0.28564078,-0.20498544,0.24040785,0.28238422,-0.26826712,0.13009143,0.29051292,-0.31156257,-0.21685845,0.014854672,-0.09356194,-0.007996892
-0.31824765,-0.37376255,0.19579288,0.36231595,-0.26826712,0.01054208,0.25761223,-0.31562984,-0.21685845,0.03504679,-0.09356194,0.052001975
-0.32756385,-0.49753243,0.145601,0.41318157,-0.24751385,-0.09813914,0.25761223,-0.31156257,-0.23550758,0.014854672,-0.09356194,0.08628705
-0.3135895,-0.5537915,0.100986026,0.42044806,-0.22157227,-0.16334789,0.25761223,-0.31969714,-0.25415674,-0.01879886,-0.09356194,0.13771464
-0.3135895,-0.6213023,0.06752478,0.44224766,-0.20081899,-0.22855662,0.25761223,-0.33189902,-0.27280587,-0.03899098,-0.08096609,0.18914224
-0.3974357,-0.90259755,0.028486665,0.60211104,-0.2319489,-0.4024466,0.25761223,-0.33189902,-0.28523862,-0.059183095,-0.062072318,0.20628478
-0.37414512,-0.92510116,-0.004974579,0.5948445,-0.20081899,-0.44591907,0.29051292,-0.33189902,-0.31010416,-0.09283663,-0.043178547,0.20628478
-0.36482885,-0.98136026,-0.04401269,0.60211104,-0.18006572,-0.51112777,0.2987381,-0.33189902,-0.30388775,-0.09956733,-0.030582696,0.20628478
-0.43935883,-1.2176483,-0.07747393,0.74017495,-0.21119563,-0.6632815,0.2987381,-0.33189902,-0.27902228,-0.09956733,-0.011688923,0.20628478
-0.3974357,-1.1951445,-0.11651205,0.69657576,-0.16968909,-0.68501776,0.3398639,-0.34816816,-0.27902228,-0.09956733,0.00090692664,0.20628478
-0.37414512,-1.2289001,-0.15555017,0.6893093,-0.13337088,-0.73935837,0.3398639,-0.35223547,-0.26037312,-0.09956733,0.00090692664,0.21485604
-0.36017078,-1.2626555,-0.19458827,0.6893093,-0.107429296,-0.793699,0.3480891,-0.35223547,-0.24794035,-0.09956733,0.00090692664,0.24056984
-0.35085452,-1.2626555,-0.20574203,0.6820428,-0.09705266,-0.8045671,0.38098976,-0.37257195,-0.24794035,-0.09956733,0.00090692664,0.2577124
-0.37414512,-1.2401518,-0.16670392,0.69657576,-0.13337088,-0.76109457,0.39744008,-0.3766392,-0.26037312,-0.079375215,0.00090692664,0.24056984
-0.36482885,-1.1388856,-0.1276658,0.6529767,-0.14374752,-0.6741497,0.43034074,-0.36443734,-0.23550758,-0.045721687,-0.005390998,0.24914111
-0.36017078,-1.048871,-0.09420456,0.6239106,-0.15412414,-0.59807277,0.44679108,-0.34410086,-0.19820932,-0.032260273,0.007204851,0.24056984
-0.35551265,-0.9588566,-0.049589563,0.587578,-0.17487742,-0.51112777,0.4714666,-0.31969714,-0.17956015,0.0013932593,0.051290326,0.26628366
-0.33688012,-0.88009393,-0.027282074,0.5512454,-0.17487742,-0.44591907,0.43034074,-0.303428,-0.14226188,0.021585379,0.089077875,0.3862814
-0.36017078,-0.76757586,0.05079416,0.5294459,-0.22157227,-0.3155016,0.38921493,-0.27088967,-0.12361273,0.048508205,0.13316335,0.47199404
-0.35085452,-0.6325542,0.10656289,0.47131371,-0.24232551,-0.19595224,0.36453944,-0.2586878,-0.08009807,0.11581528,0.1709509,0.5319929
-0.23440142,-0.45252523,0.056371033,0.32598332,-0.15412414,-0.16334789,0.3151884,-0.23021676,0.0007148818,0.20331445,0.25912184,0.6091343
-0.024785876,-0.036208317,0.011756043,0.028056035,-0.019227909,-0.00032604364,0.28228775,-0.20988032,0.14990802,0.29081362,0.39137825,0.78055966
0.15688093,0.31259775,-0.03285895,-0.21900563,0.10010337,0.119223304,0.019082393,-0.36443734,0.05044593,0.2638908,0.40397412,0.8319873
0.1102997,0.12131701,-0.07747393,-0.124540865,0.10010337,-0.011194166,-0.24412295,-0.4986579,-0.22929122,0.11581528,0.3221011,0.7377034
0.07303471,-0.21623725,-0.19458827,0.0135229975,0.13123327,-0.28289723,-0.18654679,-0.527129,-0.3287533,-0.07264451,0.25282392,0.6862757
0.0031628632,-0.41876978,-0.21131891,0.13705382,0.10010337,-0.4133147,-0.12897062,-0.54339814,-0.41578263,-0.1803358,0.1709509,0.5919918
-0.24837579,-0.6775614,-0.038435824,0.41318157,-0.11780593,-0.3589741,-0.013818276,-0.5230617,-0.4592973,-0.19379722,0.10167373,0.5405642
-0.39277765,-1.0713747,-0.060743313,0.6602432,-0.19044235,-0.57633656,-0.0055931094,-0.55153275,-0.48416284,-0.22072005,0.038694475,0.42913774
-0.4486751,-1.0151156,0.034063537,0.67477626,-0.26307878,-0.4567872,0.101334065,-0.5189944,-0.44064817,-0.22745077,0.013502777,0.3777101
-0.49059823,-1.1726409,0.0061791693,0.76197445,-0.27864376,-0.5546003,0.10955924,-0.53933084,-0.49659556,-0.22745077,-0.017986847,0.26628366
-0.48128197,-0.98136026,0.089832276,0.6893093,-0.30977362,-0.38071033,0.15891023,-0.44171587,-0.42199904,-0.16014369,-0.049476475,0.24914111
-0.5791025,-1.6677204,-0.13881956,0.98723656,-0.25789046,-0.93498456,0.82514876,0.038224388,-0.11739635,-0.1668744,-0.30139345,-0.18799351
-0.3834614,-3.828068,-1.4382312,1.539492,0.45809725,-3.2498949,1.6312152,1.3112862,0.77154607,0.2773522,-0.47143742,-0.9594075
2.0527372,-0.7788276,-2.8436031,-1.3453162,2.4659758,-3.1520817,0.48791692,2.1613498,2.3815887,2.6600223,2.2681599,1.9291096
5.8584237,3.631881,-5.2137747,-5.74156,5.682732,-3.3259716,-3.6657925,0.3717422,2.6240275,5.4801884,6.223256,6.3261695
5.318081,2.5067005,-5.118968,-4.956776,5.3403034,-3.7715647,-5.74676,-2.7966769,-1.0871518,2.1081042,3.8930242,5.143335
1.3726512,-0.75632405,-2.0182261,-0.82212675,1.7032933,-2.3261044,-3.78917,-3.7118173,-4.5807576,-3.3706906,-1.1012299,0.8491298
-0.085341476,-1.9152603,-0.84708244,0.6893093,0.34914258,-1.7500939,-1.4203218,-1.5561534,-2.349077,-2.1322405,-1.1327195,-0.47941658
-0.085341476,-1.3414181,-0.56266195,0.5003798,0.21424636,-1.1958196,-0.34282497,-0.16107282,-0.1671274,-0.32841134,-0.21952043,-0.18799351
-0.32290578,-1.4539362,-0.339587,0.72564185,-0.024416223,-1.0327977,-0.03849378,-0.12446722,-0.31010416,-0.51687115,-0.3895644,-0.29941997
-0.34153825,-1.4201807,-0.30054888,0.72564185,-0.050357807,-0.9784571,0.15891023,0.038224388,-0.086314455,-0.2812964,-0.24471213,-0.24799237
-0.4253845,-1.35267,-0.15555017,0.76924103,-0.16450077,-0.8045671,0.1671354,-0.002448515,-0.16091102,-0.42264125,-0.34547892,-0.27370617
-0.4626495,-1.408929,-0.14439642,0.8201066,-0.18525404,-0.81543523,0.3151884,0.062628135,-0.08009807,-0.33514208,-0.2950955,-0.2651349
-0.47662383,-1.3189144,-0.08305081,0.7983071,-0.22676057,-0.71762216,0.38921493,0.074829996,-0.073881686,-0.382257,-0.32028723,-0.2908487
-0.43935883,-1.2964109,-0.11651205,0.76197445,-0.18525404,-0.73935837,0.3727646,0.10330103,-0.049016166,-0.3687956,-0.3139893,-0.31656253
-0.43004256,-1.2063963,-0.08305081,0.73290837,-0.20081899,-0.65241337,0.4221156,0.12770477,0.0007148818,-0.33514208,-0.3139893,-0.29941997
-0.4253845,-1.1726409,-0.07189707,0.71110886,-0.20081899,-0.63067716,0.4221156,0.16837768,0.025580406,-0.30821922,-0.35177687,-0.31656253
-0.37880325,-1.0826265,-0.088627696,0.6457102,-0.16968909,-0.6089409,0.45501626,0.21718515,0.10017698,-0.23418146,-0.34547892,-0.29941997
-0.37880325,-1.0376192,-0.060743313,0.63844365,-0.18006572,-0.5546003,0.4714666,0.24972348,0.13125888,-0.22072005,-0.38326648,-0.31656253
-0.2902989,-0.98136026,-0.14439642,0.54397887,-0.09186434,-0.6089409,0.4961421,0.3229347,0.18098992,-0.15341298,-0.35807475,-0.30799124
-0.19713643,-0.98136026,-0.24478017,0.47858024,0.0015253596,-0.706754,0.5208176,0.38801137,0.2555865,-0.13322085,-0.33288306,-0.30799124
-0.19247831,-0.98136026,-0.25593388,0.47131371,0.011901994,-0.71762216,0.54549307,0.5018955,0.3550486,-0.065913804,-0.2950955,-0.30799124
-0.17384583,-0.98136026,-0.2782414,0.44951418,0.03265526,-0.73935837,0.5537182,0.5547702,0.38613048,0.0013932593,-0.26990384,-0.30799124
-0.15987144,-0.98136026,-0.29497203,0.44224766,0.04822021,-0.7502265,0.5948441,0.7133945,0.51667446,0.06196961,-0.24471213,-0.30799124
-0.15521333,-1.0038638,-0.3172795,0.44951418,0.06378516,-0.793699,0.62774473,0.9289609,0.72181505,0.18312234,-0.21952043,-0.27370617
-0.12726459,-1.048871,-0.3674714,0.44224766,0.10010337,-0.8589077,0.6606454,1.1567292,0.9456047,0.35812068,-0.15654118,-0.2651349
-0.010811507,-1.0376192,-0.5013163,0.3477829,0.2298113,-0.9784571,0.78402287,1.4536414,1.2564238,0.5667726,-0.055774394,-0.2651349
0.1522228,-1.0826265,-0.71323746,0.2315186,0.4165907,-1.2175558,0.8333739,1.713948,1.5299445,0.7552324,0.013502777,-0.23084983
0.28730837,-1.1051302,-0.88612056,0.13705382,0.5722402,-1.3914458,0.8991753,2.0027256,1.6977869,0.84946233,0.038694475,-0.2137073
0.46431702,-1.0826265,-1.0924649,-0.008276561,0.76939625,-1.587072,0.932076,2.218292,1.8780619,0.89657724,0.057588246,-0.23942111
0.62269324,-1.1838928,-1.3322705,-0.102741316,0.9717406,-1.8696432,0.84982425,2.3525124,1.927793,0.84946233,0.082779944,-0.2651349
0.7531207,-1.2289001,-1.5107306,-0.18993956,1.12739,-2.0652695,0.8004733,2.4094546,1.8842783,0.76869375,0.09537579,-0.2651349
0.86025757,-1.1276337,-1.5888069,-0.30620384,1.2207798,-2.0870056,0.7346719,2.2264266,1.8221146,0.7148481,0.09537579,-0.2651349
