I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.651642,0.5079409,0.99420136,-0.19974476,-1.492497,0.7295307,-0.88422894,0.333753,0.12440003,0.86263686,0.9368693,-1.2805237
-0.6413287,0.6626583,1.1969712,-0.32089397,-1.7144332,0.90782183,-0.8999918,0.29567105,0.039514296,0.8501785,0.9307304,-1.2523955
-0.46600077,0.7816716,1.2593619,-0.4602156,-1.6793905,1.0038247,-1.0450104,0.19502588,0.01404858,0.83772016,0.9245915,-1.2664595
-0.44537398,0.73009914,1.1813735,-0.4299283,-1.5859437,0.93982285,-1.0796888,0.11342168,-0.015661426,0.8202784,0.91538316,-1.2711476
-0.32161313,0.6824938,1.0565921,-0.4299283,-1.3756883,0.8575346,-1.0828414,0.08894043,-0.045371428,0.81280345,0.9061748,-1.2852116
-0.5897617,0.38099337,0.79663074,-0.12099779,-1.2355182,0.5695259,-1.0891465,0.07261959,-0.066592865,0.7604783,0.90310526,-1.2945876
-1.053865,0.14296675,0.71864235,0.20004764,-1.39905,0.3958063,-1.1049094,-0.0062644603,-0.10903572,0.6907115,0.8662718,-1.2992755
-1.1982526,0.075525865,0.7082439,0.29090956,-1.480816,0.35466224,-1.1017568,-0.060667254,-0.117524296,0.67576146,0.8171605,-1.3274037
-1.2601329,-0.023651903,0.6042594,0.38782892,-1.39905,0.24951616,-1.0922991,-0.08786865,-0.17694432,0.6433697,0.76497966,-1.3414676
-1.033238,-0.035553236,0.46907946,0.32725433,-1.1070288,0.18551423,-1.0828414,-0.10146935,-0.15996715,0.65084475,0.7619102,-1.3555317
-1.0744916,-0.118862554,0.38589182,0.41205877,-1.0369438,0.09865446,-1.063926,-0.120510325,-0.24485289,0.596028,0.72507674,-1.3836596
-1.2498195,-0.059355896,0.5522671,0.41205877,-1.328965,0.20837206,-1.0733837,-0.15315199,-0.19816573,0.62343633,0.73428506,-1.3789717
-0.9094772,-0.30134964,0.06353977,0.49686322,-0.5813907,-0.14821018,-1.0229424,-0.13683116,-0.23212004,0.5038361,0.56546485,-1.4539798
-0.9507308,-0.6861594,-0.4199883,0.80579364,-0.06743336,-0.5779375,-1.0418578,0.17326476,0.0692243,0.4390526,0.4150614,-1.5477397
0.45189226,0.92845464,0.9890021,-0.8418357,-0.86173105,0.9672522,-0.9851115,0.79073644,1.9409547,1.8642893,1.845429,-0.33823463
4.030644,4.475052,3.8329792,-4.5974617,-2.029816,4.2633524,-2.0412252,-0.82230633,3.5665164,5.013763,5.092916,2.6386485
3.7006147,5.470796,5.3043604,-5.2637825,-3.863709,5.4839606,-3.5513105,-3.8253403,1.3594873,5.404955,5.762058,3.3512254
-0.42474714,2.2415683,3.1518803,-1.5869032,-3.781943,2.6724467,-3.308562,-4.064713,-2.986662,1.4257549,2.3181255,0.35090208
-2.1677127,-0.21407321,0.81222844,0.79973626,-2.1349437,0.2312299,-2.3060417,-2.3891068,-3.2073646,-0.44798276,0.39664462,-1.5055478
-2.0026982,-0.30531678,0.60945857,0.81790864,-1.8078798,0.08951132,-1.4706085,-1.0127162,-1.2931916,0.1500186,0.6207151,-1.4352278
-1.7036095,-0.26167855,0.52107173,0.6967594,-1.550901,0.07579663,-1.0418578,-0.35444233,-0.6862587,0.2247688,0.626854,-1.4586678
-1.4354609,-0.21407321,0.44828254,0.58166766,-1.3172841,0.07122506,-0.9252125,-0.14771172,-0.2660743,0.37426916,0.74349344,-1.4070996
-1.4045208,-0.18233633,0.46907946,0.55138034,-1.3172841,0.09865446,-0.81487215,-0.033465855,-0.2406086,0.37426916,0.7465629,-1.3883477
-1.2910732,-0.16646789,0.43268487,0.5029207,-1.2238374,0.09408289,-0.7991093,0.0018959594,-0.13874574,0.4041692,0.7833965,-1.3649076
-1.2188793,-0.12679677,0.44828254,0.454461,-1.1887947,0.1215123,-0.76127833,0.037257776,-0.07508144,0.40167752,0.7987438,-1.3367796
-1.1054319,-0.11489545,0.40668872,0.41205877,-1.0836672,0.112369165,-0.74551547,0.053578608,-0.03688286,0.39171085,0.8079521,-1.3461556
-1.1054319,-0.079191454,0.44828254,0.38177145,-1.1303905,0.1489417,-0.7171423,0.09982099,0.09893431,0.40915257,0.83557725,-1.3274037
-1.0435514,-0.063323006,0.44308332,0.35148418,-1.0836672,0.15351327,-0.68876904,0.16510433,0.15835431,0.38921916,0.8263689,-1.3180276
-1.0126113,-0.035553236,0.4638802,0.32119685,-1.0836672,0.18094265,-0.64778554,0.23582798,0.2602172,0.42410257,0.8570635,-1.3180276
-0.89916384,-0.00778346,0.44828254,0.2666797,-1.013582,0.1900858,-0.5941917,0.35007384,0.3493472,0.42908594,0.8478551,-1.3039637
-0.8682236,0.012052093,0.4534818,0.24244986,-1.0019013,0.2038005,-0.50907207,0.52416277,0.54458433,0.46147767,0.8816191,-1.2617716
-0.8579102,0.07949297,0.53666943,0.18793271,-1.095348,0.28151712,-0.40818954,0.7608149,0.82895154,0.50134444,0.9123137,-1.2102034
-0.6310153,0.1628023,0.5314702,0.060726047,-0.95517784,0.32266128,-0.39242664,0.9838664,1.1175631,0.56114453,0.97677237,-1.1492594
-0.5794482,0.32545382,0.71344316,-0.078595564,-1.1303905,0.50095236,-0.39557925,1.171556,1.3934417,0.66828644,1.1118286,-1.0133073
-0.09471821,0.690428,0.9474084,-0.4965604,-1.1187097,0.81181896,-0.39557925,1.2123581,1.6099002,0.8053284,1.2683709,-0.8257871
0.04966947,0.9324218,1.191772,-0.7267439,-1.3172841,1.0586835,-0.39557925,1.1960372,1.7287403,0.92991203,1.4586773,-0.65233094
0.059982877,1.1109416,1.4257374,-0.8660655,-1.5742629,1.2689756,-0.39557925,1.1198733,1.6396103,0.98722047,1.516997,-0.54450685
0.2971912,1.2775604,1.5245227,-1.0659617,-1.550901,1.4061226,-0.40503702,0.9457844,1.4231517,0.9722704,1.4709551,-0.49762678
0.111549914,1.1863167,1.4985265,-0.938755,-1.6209863,1.3421206,-0.41449472,0.7444941,1.2279145,0.95981205,1.4494689,-0.47418675
-0.06377799,0.9998626,1.3425497,-0.74491626,-1.5392205,1.1638296,-0.42395246,0.49696136,0.95203584,0.8950286,1.415705,-0.60076284
-0.42474714,0.79357284,1.2541627,-0.48444545,-1.6443479,1.0083964,-0.43025765,0.26302937,0.6252258,0.7604783,1.3205516,-0.75546706
-0.651642,0.5753818,1.0877875,-0.24820445,-1.5976245,0.8072474,-0.44286793,0.07533973,0.34510294,0.63589466,1.1762872,-0.9054832
-0.6825823,0.3928947,0.8590215,-0.1028254,-1.3523268,0.60152686,-0.43971536,-0.066107534,0.14562145,0.52376944,1.0565783,-1.0414352
-0.71352255,0.2461116,0.6822477,0.018323816,-1.177114,0.44152203,-0.42710504,-0.16403256,-0.011417139,0.42659426,0.9460777,-1.0508113
-0.78571635,0.17073652,0.619857,0.10312827,-1.1537522,0.36837694,-0.42710504,-0.21299505,-0.12176859,0.37925246,0.8632024,-1.0648754
-0.84759676,0.14693385,0.619857,0.13341556,-1.177114,0.35466224,-0.42710504,-0.2565173,-0.16845573,0.35433576,0.8263689,-1.0836273
-0.8372833,0.1270983,0.5938609,0.14553049,-1.1420714,0.3318044,-0.42710504,-0.28371868,-0.16845573,0.321944,0.79260486,-1.1023793
-0.87853694,0.107262745,0.5782632,0.1758178,-1.1537522,0.3135181,-0.42710504,-0.2782784,-0.17270002,0.30201063,0.7557713,-1.0976914
-0.8888504,0.07949297,0.5522671,0.20004764,-1.1303905,0.28608873,-0.4113421,-0.28371868,-0.19392146,0.29204395,0.73428506,-1.0789393
-0.9507308,0.075525865,0.5782632,0.2242775,-1.1887947,0.29523185,-0.37981632,-0.2782784,-0.18967716,0.28456894,0.71893775,-1.0883154
-0.89916384,0.10329563,0.5834624,0.18187526,-1.165433,0.3135181,-0.34829053,-0.28371868,-0.18118858,0.27709392,0.7035905,-1.0789393
-0.7547762,0.15486807,0.5834624,0.10312827,-1.0836672,0.3455191,-0.31676477,-0.27555826,-0.15996715,0.26214388,0.69438213,-1.0836273
-0.8372833,0.14296675,0.60945857,0.13341556,-1.165433,0.35009065,-0.29154414,-0.2646777,-0.15147859,0.26463553,0.6728959,-1.0836273
-0.9094772,0.107262745,0.5990601,0.18187526,-1.2004756,0.3272328,-0.27578124,-0.26739785,-0.13450144,0.27211055,0.6790348,-1.0601873
-1.0641782,0.06362453,0.619857,0.26062226,-1.2939224,0.304375,-0.26001835,-0.2646777,-0.11328001,0.28207725,0.68824315,-1.0226833
-1.053865,0.047756083,0.5886617,0.2666797,-1.2588799,0.28608873,-0.24110287,-0.270118,-0.10903572,0.28706062,0.68824315,-0.9945553
-0.69289565,0.26198003,0.6926462,0.00015143344,-1.165433,0.4552367,-0.22534,-0.2646777,-0.007172853,0.30201063,0.7035905,-0.96173924
-0.6310153,0.42463157,0.86941993,-0.13917017,-1.3406458,0.62438464,-0.23164514,-0.29187912,0.090445735,0.34686074,0.70052105,-0.92892325
-0.36286673,0.5079409,0.848623,-0.2845492,-1.1537522,0.6655288,-0.24425545,-0.30003953,0.090445735,0.36430243,0.70666,-0.9148592
-0.043151174,0.61505294,0.8226269,-0.4602156,-0.95517784,0.7158161,-0.25686577,-0.36532292,-0.058104288,0.36181077,0.7158683,-0.8914192
-0.0740914,0.58728313,0.8070292,-0.4299283,-0.95517784,0.6929582,-0.26317093,-0.4904493,-0.25758576,0.34935242,0.7220072,-0.8820432
-0.16691203,0.5238094,0.77583385,-0.35118127,-0.97853947,0.642671,-0.28839156,-0.50405,-0.28305143,0.34187737,0.7035905,-0.85391515
-0.5897617,0.2500787,0.619857,-0.018020948,-1.0369438,0.4140926,-0.27578124,-0.4904493,-0.26183003,0.24719384,0.66061807,-0.85391515
-0.8682236,-0.011750571,0.4170872,0.26062226,-0.9668587,0.1763711,-0.27262866,-0.5094903,-0.2957843,0.13756025,0.55932593,-0.9570513
-1.053865,-0.12282967,0.37029415,0.39994383,-1.013582,0.08951132,-0.2663235,-0.48772916,-0.3297386,0.10516851,0.4733811,-1.0179954
-1.208566,-0.2497772,0.28190732,0.5453229,-1.0019013,-0.02020629,-0.26317093,-0.50405,-0.3891586,0.052843392,0.43961704,-1.0414352
-1.1260587,-0.19027056,0.31830192,0.47263336,-0.99022037,0.030080952,-0.2537132,-0.47140834,-0.3297386,0.0877268,0.4304087,-1.0648754
-0.94041747,-0.19820476,0.21431737,0.42417368,-0.7682842,-0.024777856,-0.24740803,-0.46596804,-0.3891586,0.01795998,0.3997141,-1.0789393
-0.7650895,-0.08315855,0.27670807,0.28485212,-0.7449226,0.07579663,-0.2694761,-0.45236737,-0.33822718,0.077760115,0.3843668,-1.1070673
-0.78571635,-0.33705366,-0.045643985,0.49080575,-0.3944971,-0.21221212,-0.22534,-0.42516598,-0.35520434,-0.07672357,0.32604712,-1.1305075
-0.87853694,-0.8924491,-0.72674274,0.9390578,0.31803462,-0.8339452,-0.29784927,-0.3326812,-0.17270002,-0.26858234,0.14801852,-1.2617716
0.2971912,0.48413822,0.48467714,-0.4602156,-0.38281626,0.49180925,-0.17174615,0.32559258,1.5419917,1.0221039,1.1916344,-0.33354664
3.6593614,3.840314,3.193474,-4.0098877,-1.5158587,3.6141896,-0.9851115,-0.95015293,3.2015076,4.086861,4.337829,2.5683286
3.906883,5.3716183,5.070395,-5.2456098,-3.4899218,5.3239555,-2.5614007,-4.0239105,1.4273959,5.1308713,5.620863,3.7168894
-0.06377799,2.5391016,3.3546503,-1.9200636,-3.8053048,2.9375978,-2.5393326,-4.5896997,-2.8381116,1.3684465,2.2843616,0.96034276
-2.1161456,-0.26167855,0.72384155,0.81790864,-2.0064542,0.16722795,-1.5557282,-2.9984179,-3.5044646,-1.0709009,-0.30933076,-1.2477076
-1.8789374,-0.4362314,0.37549338,0.87848324,-1.480816,-0.08420822,-0.6761587,-1.499621,-1.492673,-0.47040778,-0.15585785,-1.2570837
-1.4973414,-0.38465896,0.25071195,0.73310417,-1.1303905,-0.11163763,-0.17174615,-0.7080605,-0.70748013,-0.29349905,-0.023871137,-1.1539475
-1.3323269,-0.3568892,0.19871968,0.66041464,-0.97853947,-0.1162092,-0.042490434,-0.44420698,-0.3042729,-0.15147375,0.077420995,-1.1305075
-1.1879392,-0.30134964,0.19871968,0.57561016,-0.8850927,-0.08420822,0.06154466,-0.31636038,-0.2406086,-0.1639321,0.080490455,-1.0883154
-1.053865,-0.313251,0.1259305,0.5453229,-0.7332417,-0.12535234,0.0867653,-0.2646777,-0.13450144,-0.16891545,0.0620737,-1.0695633
-0.97135764,-0.27357987,0.13112973,0.49080575,-0.6981992,-0.10249449,0.12144366,-0.23475617,-0.07932572,-0.14898206,0.08662937,-1.0273713
-0.8888504,-0.2815141,0.07913746,0.47263336,-0.5813907,-0.12535234,0.14666428,-0.21843535,-0.045371428,-0.17639045,0.05900424,-1.0086193
-0.89916384,-0.2497772,0.1259305,0.454461,-0.6514758,-0.08877979,0.16557975,-0.2021145,0.001315719,-0.14898206,0.08969882,-0.98517925
-0.87853694,-0.24581009,0.12073127,0.44840354,-0.63979495,-0.08877979,0.19395296,-0.14771172,0.09893431,-0.16144042,0.083559915,-0.9804913
-0.84759676,-0.21407321,0.14672741,0.4060013,-0.63979495,-0.056778822,0.20971586,-0.055226974,0.28992718,-0.11409865,0.10811557,-0.96173924
-0.7650895,-0.17043498,0.16232508,0.35754162,-0.61643326,-0.029349422,0.27276742,0.06989945,0.34510294,-0.10413197,0.10811557,-0.95236325
-0.7238359,-0.15059943,0.16232508,0.32725433,-0.5930715,-0.015634721,0.3925654,0.24942869,0.5955158,-0.06924856,0.12653232,-0.9382992
-0.62070185,-0.09109278,0.19871968,0.24850734,-0.5697099,0.03465252,0.4650747,0.42351758,0.84592867,-0.03685681,0.13881016,-0.9195472
-0.5691349,-0.03952035,0.2403135,0.1939902,-0.5930715,0.08036819,0.49344793,0.6520093,1.1387845,0.042876706,0.15108798,-0.8398511
-0.43506056,0.12313119,0.3806926,0.03043874,-0.6748375,0.23580147,0.48714274,0.8233781,1.4528617,0.17244367,0.2523801,-0.741403
-0.20816565,0.42066446,0.66145086,-0.26031935,-0.86173105,0.5329533,0.4619221,0.80705726,1.6693203,0.321944,0.4150614,-0.58669883
-0.12565842,0.63488847,0.8954161,-0.45415816,-1.0836672,0.7615317,0.44615924,0.79889685,1.7032745,0.45400265,0.5777427,-0.42261872
0.08060969,0.83324397,1.0513929,-0.6601118,-1.1420714,0.93982285,0.4209386,0.7771358,1.6099002,0.48390272,0.6728959,-0.3991787
0.008415851,0.8967178,1.1709751,-0.6903991,-1.3172841,1.0312542,0.40202314,0.6737704,1.5971675,0.47393602,0.70052105,-0.4132427
-0.03283777,0.8848164,1.1761743,-0.6661693,-1.3523268,1.0266826,0.3831077,0.47248012,1.4189073,0.45400265,0.69438213,-0.41793072
-0.09471821,0.7658031,1.0461936,-0.557135,-1.2355182,0.8986787,0.3641922,0.21134672,1.0496545,0.38921916,0.5501176,-0.43199474
-0.5794482,0.46430266,0.9006153,-0.18762985,-1.3406458,0.6609572,0.34842932,-0.011704739,0.70586723,0.28706062,0.39050576,-0.46481076
-0.651642,0.29371694,0.71344316,-0.030135868,-1.165433,0.47809452,0.33266643,-0.20483464,0.43423295,0.17493534,0.26465794,-0.6148269
-0.5691349,0.18263784,0.5262709,0.024381278,-0.9084544,0.33637595,0.31375095,-0.3190805,0.27719435,0.052843392,0.1203934,-0.736715
-0.7032091,0.06759164,0.44828254,0.15158795,-0.9084544,0.23580147,0.30114064,-0.41700557,0.13713288,-0.026890123,0.016031824,-0.760155
-0.8166566,-0.015717681,0.39109105,0.24850734,-0.8967736,0.16265638,0.31375095,-0.47684863,0.01404858,-0.0468235,-0.045357347,-0.7882831
-0.82697,-0.059355896,0.33389956,0.28485212,-0.83836937,0.10779759,0.31375095,-0.48500907,-0.007172853,-0.07672357,-0.08219084,-0.8164111
-0.7960297,-0.07522434,0.30270422,0.29090956,-0.79164594,0.08951132,0.31690353,-0.49316946,-0.032638572,-0.09665695,-0.10367706,-0.8257871
-0.82697,-0.11489545,0.26630962,0.3333118,-0.7682842,0.04836722,0.33266643,-0.48228893,-0.045371428,-0.12904869,-0.1589273,-0.8257871
-0.7960297,-0.134731,0.22471583,0.3333118,-0.6981992,0.020937815,0.32636127,-0.48500907,-0.07083715,-0.18386547,-0.23566374,-0.8398511
-0.8372833,-0.17836921,0.18832123,0.375714,-0.6865183,-0.02020629,0.33897159,-0.48500907,-0.08357,-0.18635716,-0.23873322,-0.85391515
-0.9816711,-0.24581009,0.17792279,0.47263336,-0.7566034,-0.06135039,0.34527674,-0.48500907,-0.066592865,-0.18635716,-0.2786362,-0.8445391
-1.0022979,-0.23390877,0.19871968,0.47263336,-0.79164594,-0.04763569,0.34527674,-0.48228893,-0.062348574,-0.1988155,-0.31546968,-0.8257871
-0.9094772,-0.20613898,0.18832123,0.42417368,-0.7215609,-0.033920992,0.35788706,-0.46324795,-0.066592865,-0.20130718,-0.3062613,-0.792971
-0.9507308,-0.18630344,0.22991504,0.42417368,-0.79164594,-0.0064915866,0.3641922,-0.44420698,-0.058104288,-0.19632384,-0.31240022,-0.760155
-0.82697,-0.15853366,0.20911813,0.3635991,-0.6981992,-0.0019200192,0.36103964,-0.43060625,-0.07083715,-0.16642377,-0.3062613,-0.72733897
-0.651642,-0.04348746,0.27670807,0.2242775,-0.6865183,0.09408289,0.37995508,-0.40340486,-0.028394284,-0.13652371,-0.31240022,-0.6945229
-0.60007507,0.1310654,0.4742787,0.07284097,-0.8734119,0.28151712,0.39571798,-0.3979646,0.12015574,-0.111606985,-0.29398346,-0.6945229
-0.2906729,0.2897498,0.5314702,-0.13311271,-0.7682842,0.3958063,0.37995508,-0.35716248,0.13288859,-0.10413197,-0.29705292,-0.708587
-0.22879247,0.44843423,0.70304465,-0.2724343,-0.9201353,0.5649543,0.3641922,-0.3789236,0.039514296,-0.08918193,-0.290914,-0.708587
-0.3525533,0.5079409,0.8434238,-0.2845492,-1.1537522,0.6609572,0.35473445,-0.4958896,-0.002928566,-0.08170691,-0.28170562,-0.722651
-0.2906729,0.51587516,0.8226269,-0.31483653,-1.0836672,0.65638566,0.33897159,-0.523091,-0.04112714,-0.06675688,-0.27556673,-0.732027
-0.2906729,0.3214867,0.5678648,-0.16340001,-0.8033268,0.43237886,0.3232087,-0.52853125,-0.05386,-0.06675688,-0.29705292,-0.732027
-0.7341493,-0.023651903,0.33909878,0.23033497,-0.79164594,0.135227,0.31375095,-0.5366917,-0.0878143,-0.1988155,-0.53340125,-0.75077903
-1.1466855,-0.21804032,0.29230577,0.5029207,-0.97853947,0.0026515482,0.29483548,-0.5856542,-0.10479144,-0.25114062,-0.6838047,-0.77421904
-0.91979057,-0.36482343,-0.014448623,0.5453229,-0.4996248,-0.21678367,0.29483548,-0.5883743,-0.12176859,-0.3084491,-0.7421244,-0.7835951
-0.71352255,-0.33705366,-0.08203857,0.47263336,-0.30105034,-0.23049839,0.26961485,-0.6046952,-0.15572289,-0.3433325,-0.78509676,-0.8117231
-0.91979057,-0.3806919,-0.03524553,0.5634953,-0.47626308,-0.23506995,0.26961485,-0.58021396,-0.14299001,-0.31094077,-0.7513328,-0.8117231
-0.9919844,-0.4957381,-0.14962852,0.6664721,-0.3944971,-0.3493591,0.2633097,-0.6046952,-0.21514289,-0.38569093,-0.8157913,-0.8398511
-0.930104,-0.3529221,0.0115475105,0.53926545,-0.5346673,-0.19849741,0.2633097,-0.5856542,-0.13874574,-0.2810407,-0.7390549,-0.79765904
-0.71352255,-0.8210411,-0.71634424,0.836081,0.39980057,-0.7882296,0.27907258,-0.48500907,-0.17270002,-0.552633,-0.9723338,-0.9148592
-0.37318015,-0.88054776,-0.9659071,0.7815639,0.8670346,-0.9299481,0.33266643,-0.15587214,0.45969865,-0.37323257,-0.9385697,-0.92892325
1.4213524,1.479883,1.2229673,-1.5505584,-0.5697099,1.3878363,0.1592746,0.004616099,2.182879,1.7322305,1.1271758,0.86189467
3.8140624,4.7963877,4.3633003,-4.785243,-2.7423477,4.683936,-1.205792,-2.334704,2.4842231,4.784529,4.1904955,3.5012412
2.1845443,4.665473,5.0132036,-4.203727,-4.401028,4.8942285,-2.280821,-4.769229,-0.7881215,3.8925107,3.5888813,2.9527447
-0.8888504,1.0038298,1.7636871,-0.5086753,-2.4853692,1.3512638,-1.8047818,-4.1000743,-3.7718549,-0.430541,-0.23873322,-0.005386288
-1.4354609,-0.745666,-0.25361305,0.9875175,-0.5229865,-0.5413649,-0.9504331,-2.3238235,-2.5367675,-1.3699015,-1.5309751,-1.1398834
-0.9816711,-0.44813275,-0.09243702,0.6301274,-0.44122055,-0.29907185,-0.26317093,-1.0807196,-0.868763,-0.68469167,-1.0613481,-0.9382992
-0.7547762,-0.4322643,-0.19122232,0.55138034,-0.20760356,-0.33107284,0.011103406,-0.5693334,-0.3934029,-0.66725,-0.9385697,-0.9195472
-0.80634314,-0.38862607,-0.09763625,0.53926545,-0.34777373,-0.26707092,0.10568077,-0.387084,-0.066592865,-0.4679161,-0.76668006,-0.8164111
-0.7960297,-0.3965603,-0.11843316,0.53926545,-0.31273118,-0.28078562,0.17819007,-0.28643882,0.005560006,-0.53768295,-0.7697495,-0.7882831
-0.8166566,-0.37672475,-0.08203857,0.5271505,-0.37113544,-0.25335622,0.1750375,-0.24019647,0.13288859,-0.45794943,-0.6745963,-0.75077903
-0.5175678,-0.36482343,-0.21721846,0.43023115,-0.044071663,-0.30821502,0.20025814,-0.19123393,0.14986573,-0.4679161,-0.6346934,-0.732027
-0.19785225,-0.36482343,-0.3783945,0.33936927,0.30635378,-0.37221694,0.20341069,-0.16131242,0.1880643,-0.43801606,-0.6039988,-0.708587
-0.2597327,-0.34102073,-0.31600377,0.33936927,0.212907,-0.3356444,0.23493649,-0.11779019,0.2220186,-0.41309932,-0.5640958,-0.6710829
-0.24941927,-0.34102073,-0.32120302,0.3333118,0.212907,-0.3356444,0.25700453,-0.07154781,0.31539294,-0.40562433,-0.5456791,-0.66639495
-0.30098632,-0.3211852,-0.26921073,0.3333118,0.13114107,-0.30364344,0.28853032,0.031817496,0.40452293,-0.37074092,-0.48735937,-0.65233094
-0.3112997,-0.313251,-0.25361305,0.3333118,0.11946022,-0.28992873,0.35473445,0.16782448,0.54882866,-0.36575755,-0.4566648,-0.713275
-0.37318015,-0.30928388,-0.21721846,0.3454267,0.03769428,-0.27164248,0.41778603,0.3745551,0.8077301,-0.31343243,-0.40448397,-0.67577094
-0.23910587,-0.24184297,-0.20162079,0.2545648,0.09609851,-0.22592682,0.42724377,0.58128566,1.0751201,-0.27356568,-0.36765048,-0.53044283
-0.05346458,-0.11489545,-0.11843316,0.10312827,0.10777937,-0.1162092,0.4209386,0.79073644,1.367976,-0.18884881,-0.3216086,-0.41793072
-0.13597183,0.04378898,0.1259305,0.0062088952,-0.21928439,0.08036819,0.42724377,0.937624,1.6735646,-0.071740225,-0.18655244,-0.28197858
